name,sector,subsector,sourceType,emissionsQuantity,activity,capacity,year,emissions_mt
Eravur Pattu Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,14536.707915,230229856.13691,26958284.25,2025,0.014536707915
Godakawela Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,14498.360585,56532200.73,6619520.009520001,2025,0.014498360585
Wennappuwa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,14498.178705000002,339726176.4,39779527.44,2025,0.014498178705000002
Kuliyapitiya West Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,14426.77367,169310648.2,19825076.79972,2025,0.01442677367
Bandaragama Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,14347.762555,233089465.68549004,27293124.08,2025,0.014347762554999999
Polpithigama Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,14245.248185000004,125499029.8,14695046.79,2025,0.014245248185000003
Dambulla Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,14122.92314,155355802.5,18191063.22,2025,0.01412292314
Tangalle Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,14115.457954999998,122418677.9,14334359.411519997,2025,0.014115457954999999
Ambalangoda Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,13907.158515000005,159400314.48966002,18664646.66004,2025,0.013907158515000004
Kalpitiya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,13864.153084999998,136112848.7,15937849.76112,2025,0.013864153084999999
Uva Paranagama Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,13855.999835000002,153952194.93245003,18026710.73388,2025,0.013855999835000002
Udunuwara Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,13833.654695,134990033.3,15806376.06,2025,0.013833654695
Galewela Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,13190.89987,90484345.46184,10595075.471039996,2025,0.01319089987
Dodangoda Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,13184.276870000002,76519184.88,8959854.187199999,2025,0.01318427687
Sainthamarathu Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,13093.48573,168515060.3,19731918.833040003,2025,0.01309348573
Wellawaya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,13023.741225000003,158688332.10952997,18581278.855439994,2025,0.013023741225000003
Galigamuwa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,13002.946450000003,75314792.14,8818828.321679998,2025,0.013002946450000004
Thissamaharama Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,12978.35792,125621491.8004,14709386.33,2025,0.012978357920000001
Panduwasnuwara Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,12923.1024,141107675.3,16522708.511760004,2025,0.012923102399999999
Akurana Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,12722.81625,204544134.64196,23950668.404279992,2025,0.01272281625
Wariyapola Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,12677.338519999998,123874481.63279998,14504823.743520005,2025,0.012677338519999998
N. Palatha East Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,12657.86128,242472987.1,28391868.25,2025,0.01265786128
Samanthurai Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,12551.598420000002,126988472.0,14869450.061759995,2025,0.012551598420000002
Pelmadulla Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,12509.174824999998,62465809.86585999,7314303.538679998,2025,0.012509174824999999
Katuwana Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,12425.61487,49657365.12,5814525.478439998,2025,0.012425614869999999
Elpitiya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,12333.709590000002,73052962.21116999,8553984.041,2025,0.012333709590000002
Mawathagama Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,12328.40298,83221236.08,9744616.77732,2025,0.01232840298
Hingurakgoda Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,12250.79731,121316984.80778,14205358.978439996,2025,0.01225079731
Bope-Poddala Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,12239.55579,222416376.0998101,26043380.88504,2025,0.01223955579
Alawwa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,12201.267945,96019060.5,11243151.233160002,2025,0.012201267945
Pasbage Korale Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,12181.498910000002,103126726.3,12075408.592200004,2025,0.012181498910000001
Medirigiriya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,11961.379044999998,88235146.77,10331710.251720002,2025,0.011961379044999998
Baddegama Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,11920.442619999998,68420607.35,8011568.103000001,2025,0.011920442619999997
Chilaw Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,11802.03019,159162456.3,18636795.42,2025,0.01180203019
Rambukkana Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,11705.63052,83012838.66,9720214.995960005,2025,0.011705630520000001
Eravur Town Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,11642.14945,185115183.9405,21675675.91,2025,0.01164214945
Kotapola Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,11592.954980000002,38464950.77346999,4503973.077,2025,0.011592954980000002
Medadumbara Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,11510.087990000002,74073243.42353001,8673451.745759998,2025,0.011510087990000003
Weeraketiya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,11464.07239,55466723.47,6494760.125759999,2025,0.01146407239
Ambalanthota Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,11428.01304,105717154.72908002,12378729.495359996,2025,0.01142801304
Bingiriya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,11376.41799,120544710.2,14114931.048119998,2025,0.01137641799
Devinuwara Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,11365.244549999998,164675705.4,19282357.63,2025,0.011365244549999997
Habaraduwa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,11301.02193,142787165.3,16719364.886280002,2025,0.01130102193
Imbulpe Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,11000.30408,86200575.33828999,10093476.35,2025,0.01100030408
Hali-Ela Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,10952.81655,159335367.0,18657042.04,2025,0.01095281655
Ampara Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,10858.50925,122990824.65032998,14401353.739199998,2025,0.010858509249999999
Kekirawa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,10811.876415000002,85120308.07,9966984.681,2025,0.010811876415000003
Passara Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,10761.540795,73816381.8,8643375.05,2025,0.010761540795000002
Mahawa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,10674.02491,112145563.80744,13131450.575160002,2025,0.01067402491
Kalawana Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,10614.58354,38281846.03,4482532.792,2025,0.01061458354
Kinniya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,10558.28558,123619985.0,14475024.144,2025,0.01055828558
N. Palatha Central Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,10532.64882,129644574.6,15180460.758360004,2025,0.01053264882
Nochchiyagama Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,10487.85249,73068755.29,8555833.277,2025,0.01048785249
Aranayaka Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,10478.63204,44722104.69373999,5236641.456,2025,0.01047863204
Hambantota Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,10473.84602,151868282.62569997,17782699.37,2025,0.01047384602
Dehiattakandiya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,10457.553139999998,87171774.42,10207196.899559995,2025,0.010457553139999997
Haputale Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,10369.72071,199817707.0,23397237.16,2025,0.01036972071
Nallur Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,10357.15853,187165907.73067,21915801.002519995,2025,0.01035715853
Padukka Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,10346.37772,94269371.94063,11038275.26,2025,0.010346377720000001
Arachchikattuwa PS Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,10323.466715,107577626.29002996,12596577.446520004,2025,0.010323466715
Narammala Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,10248.595105000002,95954775.26,11235623.931839995,2025,0.010248595105000003
Galgamuwa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,10106.8379,89950071.51,10532515.74888,2025,0.0101068379
Ruwanwella Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,10099.716865000002,46009114.14,5387341.128839999,2025,0.010099716865000002
Muttur Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,10077.5285,137467373.4,16096454.94024,2025,0.0100775285
Moneragala Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,10017.7905,81843867.38,9583336.74,2025,0.010017790499999998
Bulathsinhala Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9996.581209999998,53996121.64443001,6322563.13,2025,0.00999658121
Thenmaradchy (Chavakachcheri) Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9862.640645,141713866.8,16593689.321159996,2025,0.009862640645
Mallawapitiya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9857.62186,108184383.44362,12667624.406520003,2025,0.009857621859999999
Ukuwela Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9796.434925,94616360.23108,11078905.070039997,2025,0.009796434925
Dankotuwa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9756.74481,155740463.7,18236104.267559998,2025,0.00975674481
Siyambalanduwa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9745.971455,98836305.26,11573030.77068,2025,0.009745971455
Dehiovita Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9677.14044,58796136.85,6884610.845160001,2025,0.009677140439999999
Valikamam East Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9651.827905000002,119306617.02889,13969959.225959996,2025,0.009651827905000002
Eheliyagoda Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9645.98396,41098178.63,4812305.431,2025,0.00964598396
Thalawa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9578.171784999997,65124599.50042999,7625628.935399999,2025,0.009578171784999997
Valikamam West Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9577.48574,91442864.61,10707311.20044,2025,0.00957748574
Poojapitiya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9482.799705,44583883.67012001,5220456.718,2025,0.009482799705
Kuliyapitiya East Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9466.87884,83543989.19,9782408.961,2025,0.00946687884
Medawachchiya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9353.742815,117358406.0,13741837.56,2025,0.009353742815
Mahawewa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9346.18671,140164034.8,16412214.907079997,2025,0.00934618671
Angunakolapelessa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9287.971935,66381207.45526999,7772768.821200001,2025,0.009287971935
Minipe Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9283.448495,81254543.14,9514331.027,2025,0.009283448495
Yatiyanthota Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9281.95782,33413098.63673999,3912437.022000001,2025,0.009281957819999999
Valikamam South-West Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9276.209175,76154565.06,8917159.778,2025,0.009276209175
Karandeniya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9275.920205,70568579.93,8263080.510239999,2025,0.009275920205
Mulatiyana Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9175.53735,28096342.527490005,3289882.5390000003,2025,0.00917553735
Nattandiya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9147.51661,172413421.10652998,20188389.582959995,2025,0.00914751661
Palindanuwara Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,9117.845129999998,34419920.34268999,4030328.644440001,2025,0.009117845129999998
Rideemaliyadda Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,8985.022625,99684259.23877998,11672320.163639998,2025,0.008985022625
Manmunai South and Eruvilpattu Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,8916.48711,114427543.6,13398654.116999997,2025,0.00891648711
Jaffna Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,8914.967059999999,192425999.8,22531720.349879995,2025,0.008914967059999999
Akkaraipattu Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,8862.976755,125670268.4,14715097.771799998,2025,0.008862976755
Buttala Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,8784.97923,87207091.58997999,10211332.23,2025,0.00878497923
Akuressa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,8722.332875,33125665.954639997,3878780.67624,2025,0.008722332875
Madurawala Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,8722.25817,72122817.85,8445070.809480002,2025,0.008722258169999999
Elahera Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,8456.724380000001,66950326.92788,7839408.673,2025,0.00845672438
Udubaddawa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,8454.995565,85272274.68,9984778.8834,2025,0.008454995565
Nagoda Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,8437.236574999999,44639818.50605999,5227006.297,2025,0.008437236575
Valikamam South Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,8426.638405,93028557.57094002,10892984.67,2025,0.008426638404999999
Bentota Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,8417.888955000002,57756741.68337999,6762905.054999999,2025,0.008417888955000003
Dickwella Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,8336.471115,118164699.41367,13836248.698679997,2025,0.008336471115
Pasgoda Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,8318.99021,26199868.91,3067818.9351600003,2025,0.00831899021
Kantalai Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,8282.05207,75885506.08,8885654.858,2025,0.00828205207
Kahawatta Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,8281.070795,24361069.65608,2852508.5703600007,2025,0.008281070795
Uhana Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,8171.752455,77299125.08,9051179.58504,2025,0.008171752455
Galenbindunuwewa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,8114.856649999999,86213960.99,10095043.69,2025,0.008114856649999998
Ingiriya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,8107.734925000001,85831036.51,10050205.95,2025,0.008107734925
Pitabeddara Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,8087.131474999999,26712942.486300003,3127896.2224800005,2025,0.008087131474999999
Kolonna Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,8020.1603,32329506.22,3785556.0302400007,2025,0.008020160299999999
Welipitiya Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,7917.855265,61247329.65,7171628.08188,2025,0.007917855265
Doluwa Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,7883.350445,54644881.24959999,6398528.232120001,2025,0.007883350445
Walallawita Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,7852.791190000001,35254642.02120001,4128068.681879999,2025,0.007852791190000001
Vadamaradchi South-West Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,7811.55662,121308238.90477,14204334.914879998,2025,0.00781155662
Beliatta Division,buildings,residential-onsite-fuel-usage,gadm-aggregation,7801.07201,50392311.2,5900582.377,2025,0.00780107201
